Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.03055709445143007,0.10710755591418712,0.04866375436481102,0.03226981872586791,0.034343977444076135,0.03692838806296292,0.0455219515590473,0.04521094129150766
0.05619143340797505,0.1941401516902259,0.08091290779234354,0.06793107364661609,0.07391503305714799,0.05753507122072029,0.0802958066112757,0.07224931903896702
0.135203013813311,0.00672758551083554,0.07522271714922049,0.009327752116294441,0.008051924387937507,0.04887459807073955,0.08302862186357332,0.07764287829434409
0.05303776683087028,0.7333333333333333,0.2218390804597701,0.4101806239737274,0.4208538587848933,0.21215106732348113,0.216256157635468,0.21527093596059113
0.0761882297440736,0.013332855667210012,0.11234927234927236,0.018240699835337156,0.015801528364760682,0.07944657955418909,0.1199890670553936,0.11412404787812838
0.28,0.08,0.22,0.06,0.1,0.16,0.14,0.08
0.2,0.07,0.19,0.08,0.11,0.15,0.17,0.1
0.17,0.065,0.155,0.09,0.11,0.155,0.195,0.125
0.174,0.066,0.152,0.106,0.12,0.132,0.164,0.122
0.168,0.07,0.184,0.101,0.11,0.145,0.166,0.149
0.1515,0.0755,0.171,0.122,0.122,0.1355,0.1515,0.1525
