Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.03864914453036001,0.10680827672931756,0.060561958827521745,0.04715346206963677,0.05027200877920218,0.04744410195714675,0.06435176607494966,0.06137068165521261
0.06909700626747628,0.21209734355739632,0.10845573004672332,0.09158071283638265,0.10487745878538693,0.09271256757305248,0.11232305543170812,0.10717763124319642
0.15675675675675677,0.007533059530444643,0.0862222788682131,0.012653909514896061,0.011098636353004468,0.04084959125332263,0.08407356436882273,0.09122677947397462
0.050966608084358524,0.7493209777919796,0.21616871704745166,0.4503914363316824,0.4548649944080524,0.2602652180859562,0.2147307876657613,0.23773765777280717
0.07692307692307691,0.014916164160496652,0.12327456607899412,0.024616217537854312,0.021668563078199386,0.07061577475778659,0.12083614295347268,0.13185644661054496
0.26,0.06,0.3,0.18,0.2,0.12,0.2,0.22
0.26,0.06,0.3,0.19,0.17,0.18,0.2,0.24
0.265,0.07,0.265,0.225,0.165,0.19,0.2,0.255
0.218,0.09,0.226,0.192,0.146,0.208,0.242,0.232
0.194,0.082,0.194,0.173,0.145,0.192,0.249,0.194
0.1575,0.0815,0.211,0.185,0.146,0.21,0.236,0.2085
