Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.051920095197339415,0.12132065268683523,0.06148753849213577,0.059697000571643025,0.055390166176640096,0.04351299320482748,0.07174967402266154,0.06678874588562118
0.08252555047210237,0.24351797174188494,0.09339732354552378,0.1085043286645398,0.10453798213587127,0.0856709631763321,0.12258256521456716,0.11577372811497831
0.2080772607550483,0.007979966426341217,0.08605274921770228,0.01269767326959793,0.011309766880315325,0.05550685507907009,0.11596147773918535,0.10706548326228248
0.0617107147506835,0.7513344616586382,0.20049472724905612,0.46842859002734016,0.49759145944538474,0.20609295664627,0.19125113917458664,0.19945319619841168
0.0951902801486093,0.01579220295895149,0.12042069046408883,0.02472512369433755,0.02211683964133916,0.08745856353591161,0.14438055924124032,0.13933606184629377
0.44,0.08,0.3,0.22,0.14,0.12,0.26,0.3
0.33,0.09,0.22,0.19,0.17,0.1,0.25,0.28
0.285,0.095,0.23,0.205,0.2,0.135,0.29,0.29
0.324,0.11,0.254,0.186,0.194,0.218,0.38,0.328
0.283,0.11,0.31,0.175,0.163,0.258,0.265,0.239
0.2215,0.102,0.2365,0.217,0.189,0.211,0.27,0.2575
