Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.03636473612233969,0.05592183597386093,0.03201840504575849,0.07016182454507619,0.045495387442243754,0.0435398414063209,0.0469598424419191,0.04365246048723305
0.05294091626924085,0.07607384433534432,0.0429754550737413,0.11436271449331939,0.06701886848213898,0.06199021875844504,0.06473288906622711,0.06028075140619096
0.05191256830601093,0.004597302915622835,0.057604641525072525,0.010530641598602763,0.008731859158345798,0.06653992395437262,0.07510729613733906,0.0757906215921483
0.04691358024691358,0.8518518518518519,0.3432098765432099,0.5061728395061729,0.5333333333333333,0.345679012345679,0.345679012345679,0.3432098765432099
0.04928664072632944,0.009145250434068046,0.09865152590489709,0.02063204508856683,0.017182403945589054,0.11159824631327221,0.12340237990304098,0.1241625725770433
0.14,0.04,0.14,0.06,0.02,0.16,0.14,0.14
0.11,0.02,0.1,0.09,0.02,0.14,0.13,0.14
0.07,0.02,0.065,0.115,0.015,0.095,0.09,0.085
0.048,0.012,0.038,0.236,0.058,0.066,0.064,0.062
0.121,0.013,0.034,0.143,0.132,0.124,0.121,0.122
0.071,0.0125,0.0685,0.0755,0.073,0.07,0.07,0.07
