Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.07966640998858714,0.12339144535508503,0.078016338264282,0.09076879079715315,0.08308862084557891,0.05925189128224855,0.08691379308741838,0.10662991475533787
0.10395063408992876,0.20696064987896268,0.1010940059501116,0.11404205377303173,0.1118436254529498,0.0855451963828375,0.132690975322346,0.1310614213804389
0.2608695652173913,0.010116700614803879,0.1258605643362746,0.01732652164503584,0.015081303300530154,0.06800870511425462,0.13132847306601864,0.12738669238187078
0.09815950920245399,0.7380708929788684,0.22119972733469667,0.4502385821404226,0.4619972733469666,0.23432174505794137,0.22102931152010907,0.2251192910702113
0.14264487369985143,0.01995981307549796,0.16043507817811012,0.03336890831128317,0.029209112898446885,0.1054205320861765,0.16476117886178862,0.16270476659687153
0.32,0.04,0.26,0.16,0.26,0.2,0.32,0.62
0.32,0.06,0.2,0.21,0.27,0.19,0.29,0.57
0.405,0.065,0.205,0.295,0.275,0.2,0.3,0.56
0.506,0.096,0.134,0.31,0.264,0.254,0.312,0.558
0.414,0.106,0.34,0.346,0.269,0.254,0.358,0.445
0.28,0.104,0.285,0.306,0.279,0.2695,0.328,0.327
