Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.05048266896855286,0.10793882094589301,0.05563382091807841,0.05324461972720045,0.05121477668707013,0.05850924591226835,0.06523454952248808,0.06922474769063468
0.07329056908502662,0.20657407173223152,0.0858258447193782,0.09517838925335184,0.08756030849532578,0.09507847502547284,0.09783391856384635,0.10269882545075981
0.19284467713787085,0.008149571514189151,0.07135126134376821,0.01206606881804892,0.010816047774848321,0.0629567172568859,0.08698296836982969,0.08538430502319952
0.06467661691542288,0.7720222417325139,0.250804799531753,0.485513608428446,0.49824407374890256,0.26221832016388646,0.23017266608135792,0.24773192859233245
0.09686609686609686,0.016128884337312566,0.11109670728545502,0.02354694485842027,0.021172476402482248,0.10153549776191287,0.1262541134922546,0.12699722451429
0.42,0.06,0.18,0.1,0.14,0.26,0.2,0.24
0.39,0.05,0.17,0.18,0.15,0.24,0.23,0.22
0.305,0.065,0.24,0.165,0.145,0.245,0.25,0.25
0.282,0.08,0.24,0.144,0.156,0.27,0.362,0.41
0.219,0.081,0.299,0.148,0.147,0.288,0.288,0.313
0.199,0.0815,0.2475,0.256,0.195,0.253,0.2545,0.2805
