Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.044712423437704374,0.11589872951202315,0.06166484591482374,0.051327701732478234,0.05304896704536205,0.05489824631649427,0.06657369265798624,0.06407571191176056
0.0703162096636191,0.2082672754425506,0.09533944741273045,0.09933733333309552,0.10671412526978288,0.0907778260753214,0.10132350100797635,0.09732453112456997
0.16672372475179734,0.007256835797302575,0.0841534888864315,0.010364827862909754,0.00943256207585839,0.05978979861825665,0.09519075431837952,0.08142535551529127
0.07795741956138946,0.7525212101808868,0.2436369457339523,0.47142628461661595,0.4781495117656475,0.26044501360653116,0.24523771410276932,0.23739394909556588
0.106239092495637,0.014375047779221772,0.12509760407676818,0.020283696247344007,0.018500167226151696,0.09725335485220717,0.1371469495546305,0.12125919869174162
0.24,0.06,0.22,0.18,0.1,0.16,0.24,0.38
0.25,0.08,0.22,0.17,0.13,0.17,0.23,0.31
0.235,0.065,0.21,0.175,0.11,0.21,0.25,0.275
0.256,0.072,0.244,0.162,0.13,0.208,0.302,0.31
0.238,0.084,0.257,0.144,0.155,0.252,0.262,0.272
0.183,0.086,0.1965,0.172,0.1515,0.19,0.225,0.2145
