Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.06308950184045715,0.09973986285378228,0.056043449022604774,0.0704868311847674,0.06299885300511901,0.05659818713829845,0.06998837996001275,0.07522255942422479
0.08662027000669104,0.14571925722647905,0.07280809541600874,0.10928000164299753,0.0931752226258551,0.07449530324380613,0.09526865334607708,0.10021499635260299
0.1589627959413754,0.005673594335483415,0.04936994545796502,0.00898273721687396,0.008984849526690963,0.03954635834744827,0.06497313141182218,0.06150934468890466
0.10254545454545455,0.8181818181818182,0.38181818181818183,0.5578181818181818,0.5701818181818182,0.39054545454545453,0.3869090909090909,0.3781818181818182
0.1246684350132626,0.011269044685518526,0.0874344241818636,0.017680755178017774,0.01769092775828416,0.07182024876287282,0.11126215622712538,0.10580933970902431
0.3,0.04,0.14,0.14,0.1,0.14,0.16,0.2
0.41,0.05,0.13,0.15,0.11,0.2,0.24,0.24
0.28,0.05,0.17,0.17,0.13,0.26,0.195,0.355
0.214,0.032,0.192,0.18,0.112,0.172,0.226,0.22
0.143,0.044,0.165,0.163,0.127,0.158,0.174,0.163
0.1105,0.046,0.1155,0.1505,0.1,0.1045,0.115,0.125
