Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.03586816786828667,0.11245880294630198,0.044437821798620686,0.037766989032767734,0.041242441588575915,0.03167397213586878,0.049023088547909335,0.04648994692459905
0.06154908058781225,0.21706516677161491,0.07238211184266809,0.07220722570479192,0.08213532546243936,0.05031950582760046,0.08002300416447511,0.07653835506953482
0.14421669106881405,0.007799670680571265,0.09735117422173675,0.014153647981023743,0.012080520083002639,0.06160180849346036,0.11220260936300844,0.10032362459546926
0.042004264392324096,0.7484008528784648,0.15202558635394456,0.3842217484008529,0.41087420042643924,0.1626865671641791,0.155863539445629,0.14541577825159915
0.06505944517833553,0.015438445247399984,0.11869485600133177,0.027301582491837555,0.023470947546634344,0.08936519091122042,0.13047746541722444,0.11873259052924791
0.12,0.1,0.14,0.18,0.06,0.14,0.14,0.22
0.2,0.08,0.18,0.12,0.14,0.1,0.18,0.3
0.235,0.085,0.185,0.125,0.15,0.14,0.205,0.22
0.172,0.084,0.142,0.102,0.13,0.112,0.19,0.162
0.135,0.07,0.175,0.179,0.123,0.134,0.224,0.209
0.146,0.0775,0.17,0.177,0.18,0.128,0.202,0.1645
