Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.028960165669915015,0.11896545782697288,0.04975018152622582,0.029790665521703064,0.03861017057461333,0.038614021587478474,0.0526807881178642,0.05095040309165371
0.04805433771987489,0.22883024605454774,0.07661859450561978,0.06107728203965685,0.08573130728640577,0.06569491118610941,0.08180242028317306,0.0810382291983814
0.13342363697934304,0.005522972539477905,0.07599879843796936,0.009051874678993323,0.0080224261676187,0.04445110378583558,0.08292978208232446,0.07827132371551505
0.07462121212121212,0.6912878787878788,0.23958333333333334,0.4172348484848485,0.43143939393939396,0.2528409090909091,0.23352272727272727,0.23428030303030303
0.09571237701931253,0.010958394129903506,0.11539338654503992,0.017719329995375118,0.015751951706922424,0.07560954889134315,0.12239428231089933,0.1173401631568962
0.1,0.06,0.18,0.16,0.04,0.1,0.18,0.14
0.1,0.04,0.16,0.17,0.09,0.13,0.15,0.12
0.105,0.04,0.135,0.145,0.095,0.115,0.19,0.125
0.128,0.054,0.13,0.126,0.102,0.138,0.156,0.146
0.163,0.063,0.204,0.109,0.1,0.136,0.191,0.188
0.143,0.0675,0.1645,0.11,0.1065,0.1575,0.1675,0.172
