Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.05836242811489272,0.11438401202400011,0.04830993984301317,0.06308397405458735,0.06644160014163078,0.05198578359661839,0.08022865205452694,0.07086561529216297
0.08798695050681288,0.22858803400245384,0.07643191842379596,0.11515009677985116,0.10130715557228422,0.0900705108382481,0.12570575261137362,0.11344196437169304
0.1989399293286219,0.00970748294323715,0.09696742792961438,0.016364585723214215,0.014158079331375037,0.07590523730290785,0.1398923304985566,0.12770594217637657
0.06769267764819045,0.7946374894793796,0.21798725501983887,0.49741493326920766,0.5018636527594085,0.23037152819526271,0.2155825417818925,0.21137429361548635
0.1010137256660985,0.019180650441424866,0.1342266972680832,0.031686702231549596,0.027539248707654448,0.11418695431925861,0.169679189930917,0.15921749762260562
0.26,0.14,0.26,0.08,0.28,0.22,0.3,0.22
0.22,0.12,0.23,0.1,0.18,0.23,0.31,0.21
0.2,0.11,0.245,0.12,0.19,0.23,0.295,0.21
0.226,0.11,0.186,0.148,0.18,0.236,0.292,0.25
0.197,0.116,0.136,0.149,0.183,0.183,0.33,0.305
0.2335,0.103,0.068,0.249,0.1905,0.1955,0.264,0.2445
