Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.03529495513411242,0.11931983000678724,0.044423664213851785,0.035731261168532424,0.04221930616863253,0.03230586075437625,0.05337033354845697,0.04999484440951108
0.0655366954395012,0.2217193570989706,0.08042381218124968,0.06957778761520375,0.0884950816391338,0.05712761313991363,0.09633370634432363,0.08953552150273918
0.12805691418408183,0.0056170817835606915,0.08636653895274585,0.008593626811542266,0.00745629932412058,0.052763819095477386,0.1106486651101411,0.10424821002386635
0.0497581202487906,0.7425708362128541,0.18693849343469246,0.4143054595715273,0.4229440221147201,0.195922598479613,0.1883206634416033,0.18866620594333103
0.07166853303471445,0.011149822168378398,0.11814806726359467,0.016837995730816763,0.014654251259349717,0.08313782991202347,0.13939510198861818,0.13429256594724223
0.2,0.06,0.32,0.04,0.12,0.12,0.22,0.12
0.21,0.06,0.25,0.09,0.12,0.13,0.21,0.16
0.21,0.065,0.245,0.095,0.155,0.145,0.21,0.165
0.17,0.068,0.124,0.108,0.122,0.166,0.22,0.19
0.169,0.067,0.143,0.19,0.133,0.153,0.179,0.166
0.134,0.0595,0.1305,0.1915,0.1245,0.11,0.195,0.1825
