Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.0434493043758387,0.1017208722954731,0.04554225753570419,0.04893917954920802,0.05154571360585464,0.036430429230985335,0.059461916388790004,0.05776110875636721
0.0762844701629645,0.19770936232266867,0.07852655111062327,0.0978313895963661,0.1021603691732216,0.06017093100411574,0.10267377085553461,0.10264438433449156
0.16421343146274148,0.007490419791696831,0.09960905684964978,0.012278314927158026,0.010548796272327207,0.0732687438071122,0.129520697167756,0.11734174638713617
0.05820968530898418,0.7591716941138106,0.19941301157671612,0.4135007337355291,0.451818033588782,0.21702266427523234,0.19386923202347953,0.1879993477906408
0.08595160707836763,0.014834474222074245,0.1328553582097659,0.023848483138671033,0.02061625566835431,0.10955183340878226,0.15529288839548097,0.14449526912713828
0.3,0.02,0.24,0.06,0.16,0.12,0.18,0.26
0.22,0.03,0.25,0.11,0.14,0.13,0.2,0.28
0.185,0.04,0.19,0.13,0.15,0.13,0.185,0.26
0.222,0.066,0.124,0.102,0.138,0.136,0.23,0.26
0.171,0.07,0.132,0.124,0.127,0.163,0.242,0.24
0.161,0.0665,0.1685,0.201,0.192,0.1345,0.216,0.2185
