Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.030557298879289024,0.1071089830820626,0.03959728759508896,0.02589555481623957,0.03565028170327765,0.029190108074814352,0.04454823859508213,0.03990741905733845
0.05619222977884105,0.19414147231697645,0.07123161574297353,0.051485908734059824,0.07151118892736323,0.04818947981096114,0.07927371569063218,0.06553694213484339
0.135203013813311,0.00672713962505159,0.08377016129032258,0.008956852463134428,0.00786713001484672,0.05782399188435201,0.09581255074817306,0.09096781138981591
0.05303776683087028,0.7333333333333333,0.13645320197044336,0.37471264367816093,0.39589490968801316,0.1497536945812808,0.135632183908046,0.138752052545156
0.0761882297440736,0.013331980034867338,0.10381011867582761,0.017495505372469498,0.01542768472748796,0.083432439849968,0.11229692067160627,0.10989010989010989
0.28,0.12,0.2,0.22,0.12,0.18,0.32,0.16
0.2,0.09,0.2,0.18,0.13,0.17,0.27,0.13
0.17,0.07,0.205,0.13,0.085,0.145,0.215,0.135
0.174,0.072,0.172,0.11,0.114,0.144,0.24,0.154
0.168,0.075,0.167,0.095,0.113,0.132,0.193,0.167
0.151,0.0685,0.146,0.101,0.1275,0.1205,0.1675,0.1565
