Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.03624211579288412,0.10529607990800545,0.03909065275494614,0.03398183102741884,0.04221488334068844,0.032618625382845434,0.04614223337275766,0.045947036720756035
0.06285505928616658,0.21554980426894305,0.060426616866787734,0.0672845614293817,0.08462395201202721,0.06273743385585251,0.07367942573561925,0.07133250988984165
0.15810768751945223,0.008040278269345696,0.08312002275312856,0.011429460971872875,0.010714208333032407,0.04589996721430913,0.09936011375755421,0.0970906068162926
0.06966538672517827,0.760148107515085,0.16031267142073505,0.38261108063631377,0.4068842567196928,0.1727921009325288,0.15331870543060888,0.16017553483269337
0.09671584959543074,0.01591224867086936,0.10947743023038024,0.02219588063548636,0.020878633705588047,0.07253259649425783,0.12057808455565143,0.12089845771659248
0.12,0.12,0.1,0.06,0.12,0.18,0.26,0.16
0.17,0.08,0.14,0.1,0.1,0.21,0.26,0.21
0.155,0.06,0.165,0.105,0.11,0.22,0.195,0.215
0.204,0.056,0.106,0.124,0.106,0.186,0.13,0.13
0.179,0.056,0.119,0.134,0.112,0.165,0.164,0.162
0.1525,0.0645,0.1735,0.147,0.116,0.144,0.21,0.2095
