Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.05192089676180335,0.12131517870527664,0.059688366414448225,0.05199467250374733,0.05102321820314555,0.040382432981173375,0.0660544837030315,0.0636763771991605
0.08252764144705495,0.24351345167310873,0.08991156522596812,0.09407188678866457,0.09256992441610765,0.07315746678520597,0.10648855140135838,0.10356128306640515
0.20772946859903382,0.007980308509240757,0.12154522613065327,0.011993371041539072,0.010875122137150566,0.0625364663448788,0.15324781659388648,0.14048792212474462
0.06158052336935295,0.7513344616586382,0.15115219372477542,0.43340710844942065,0.46803801588334853,0.15349563858872542,0.1462049212342143,0.15219372477541987
0.0949989957822856,0.015792872819620267,0.13474148436139963,0.023340847183708383,0.021256341425919135,0.08886711389161076,0.14964354720501036,0.14610673665791776
0.44,0.06,0.12,0.12,0.1,0.22,0.18,0.26
0.33,0.09,0.2,0.2,0.16,0.26,0.21,0.23
0.285,0.105,0.235,0.195,0.155,0.23,0.23,0.26
0.324,0.094,0.414,0.192,0.172,0.358,0.356,0.346
0.283,0.1,0.262,0.264,0.174,0.238,0.265,0.247
0.221,0.1,0.2285,0.2495,0.2125,0.2015,0.279,0.271
