Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.044712038272072895,0.11589838980463082,0.05855865293061773,0.04223135828889951,0.051101209835206426,0.04617524165302407,0.06474694668284309,0.060266389629574285
0.07031592589190544,0.20826641245089714,0.09017105634807558,0.07937065576336572,0.09512098195734331,0.07196067127146837,0.09818064462163707,0.09212962972130093
0.16672372475179734,0.007256858201824326,0.09977190166427304,0.009651361009815625,0.008863390867052401,0.06650855846566302,0.11449216364746591,0.10620547431571054
0.07795741956138946,0.7525212101808868,0.1890507443572915,0.42324315671522333,0.4347686889707059,0.20649911957739714,0.18008644149191613,0.18136705618696974
0.106239092495637,0.014375091736386321,0.13061269630612696,0.018872368824902393,0.01737261574281365,0.10061225285653004,0.13998631244944937,0.13396393733372747
0.24,0.04,0.22,0.04,0.18,0.18,0.2,0.22
0.25,0.06,0.2,0.04,0.2,0.23,0.27,0.27
0.235,0.075,0.2,0.06,0.15,0.22,0.265,0.265
0.256,0.092,0.264,0.116,0.144,0.29,0.336,0.32
0.238,0.085,0.257,0.126,0.164,0.228,0.291,0.26
0.183,0.092,0.2085,0.1725,0.1925,0.185,0.243,0.235
