Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.03775228008412005,0.1298116230032509,0.04558166608547371,0.032504667426442944,0.043026708273710565,0.03411422002493402,0.05578617353176107,0.050655128964669574
0.05967281465063854,0.2390738508991586,0.07060489482549809,0.06386106026844092,0.08575136252469787,0.058100357683024705,0.088747461510752,0.07758973626628049
0.1497076023391813,0.007641550483706569,0.08685528822408806,0.01195022386094285,0.010566966559158038,0.05578196637799287,0.1202729044834308,0.11090507726269316
0.05921356977640709,0.7907478797224364,0.18982266769468004,0.4478026214340786,0.4607555898226677,0.20262143407864303,0.19028527370855822,0.19367771781033152
0.08486187845303868,0.015136823244823653,0.11917901055281248,0.023279210238363404,0.020660114156119385,0.08748044339402815,0.14738727978501046,0.1410443571027513
0.02,0.2,0.14,0.1,0.12,0.1,0.22,0.08
0.05,0.15,0.15,0.08,0.16,0.13,0.2,0.07
0.07,0.125,0.13,0.09,0.16,0.13,0.2,0.09
0.104,0.084,0.14,0.102,0.144,0.194,0.19,0.138
0.14,0.088,0.119,0.088,0.145,0.145,0.163,0.183
0.146,0.09,0.1275,0.123,0.142,0.1265,0.164,0.166
