Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.06308786787602051,0.09973944860546177,0.07956693655076082,0.0653595608298823,0.06384200227326357,0.0649298669124696,0.08601319370584856,0.07776359685816217
0.08661690565558694,0.14571913284508448,0.10218386473149628,0.10533989073242024,0.09403687217671249,0.07926555549942026,0.10592050214516696,0.10596850178894007
0.1589627959413754,0.005674366992837688,0.085197234648231,0.009662449042923843,0.008476420659557164,0.06291066685306865,0.09181591475855815,0.08976245532898885
0.10254545454545455,0.8181818181818182,0.30472727272727274,0.49818181818181817,0.5381818181818182,0.32727272727272727,0.29454545454545455,0.31054545454545457
0.1246684350132626,0.011270568788038168,0.13316383283012873,0.018957214811534846,0.016689972484099418,0.10553470919324578,0.13999308676114758,0.13926940639269406
0.3,0.06,0.38,0.14,0.08,0.32,0.5,0.34
0.41,0.06,0.49,0.15,0.12,0.29,0.45,0.33
0.28,0.04,0.345,0.145,0.11,0.315,0.335,0.335
0.214,0.042,0.236,0.206,0.122,0.262,0.274,0.25
0.143,0.045,0.168,0.177,0.142,0.179,0.172,0.182
0.1105,0.044,0.119,0.142,0.1055,0.111,0.1205,0.1105
