Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.03791658120932327,0.10788165439054476,0.04880294668504258,0.03696242927246838,0.03566432398490718,0.0339809188314723,0.05269930160867334,0.05009587463043289
0.061001269070321454,0.2132741078429104,0.0752070107896465,0.06366772295242273,0.06903958023521085,0.05781319859907921,0.08069008918321174,0.07607320287862447
0.1680926019124308,0.008097165991902834,0.09938650306748466,0.014792134090009238,0.012565855654635045,0.0671390823925054,0.12464693601866635,0.11601270129281016
0.04458683753837939,0.7021759444666934,0.1405686824189027,0.3740488586303564,0.3935389133627019,0.14924576158056335,0.1354959284474703,0.13656387665198239
0.07047900400928465,0.016009715401437526,0.11644365807807144,0.028458835239391415,0.024354075879303577,0.09261483659860002,0.1298452091595241,0.12545220430437182
0.34,0.02,0.3,0.12,0.24,0.06,0.22,0.26
0.27,0.08,0.26,0.12,0.16,0.13,0.21,0.21
0.255,0.075,0.28,0.105,0.12,0.165,0.22,0.215
0.21,0.086,0.2,0.132,0.116,0.218,0.244,0.226
0.204,0.085,0.253,0.13,0.122,0.192,0.244,0.224
0.167,0.0795,0.191,0.1935,0.151,0.1505,0.206,0.19
