Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.048336039383823984,0.18064644280993797,0.10732544723230096,0.11045225731491828,0.07125473734850872,0.06638625710401438,0.06947918902488412,0.07222564010508348
0.1041941240343638,0.3623632624690413,0.2604957703910164,0.31161776682464354,0.22665179904497848,0.17067009356220916,0.15933198991889086,0.18031455149987655
0.09811320754716982,0.021148298752302504,0.05575650639611822,0.02829737644176179,0.045575757575757575,0.06284038542103058,0.06508962679988246,0.06518236414237585
0.054813773717498245,0.8552354181307098,0.44413211524947294,0.6654954321855235,0.39634574841883347,0.31623330990864373,0.31131412508784256,0.31271960646521435
0.0703336339044184,0.041275924638369314,0.0990750901395203,0.05428645131703403,0.08175097840266705,0.1048462255358807,0.10766800340260058,0.10787878787878787
0.34,0.0,0.06,0.06,0.06,0.22,0.2,0.32
0.29,0.01,0.03,0.04,0.08,0.25,0.24,0.31
0.21,0.005,0.05,0.03,0.06,0.24,0.22,0.26
0.114,0.064,0.09,0.028,0.074,0.198,0.218,0.206
0.096,0.065,0.112,0.041,0.085,0.161,0.168,0.155
0.0765,0.0645,0.0975,0.0575,0.076,0.1215,0.1195,0.1125
