Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.3960611999441372,0.5222084207040433,0.48560071158091067,0.4926786155162973,0.4431510341584339,0.44744596911736656,0.4551190065037473,0.4539793532874489
0.6161530397912682,0.645327826666703,0.6279918804347353,0.656874174112142,0.608597421839554,0.636236595909297,0.6332040164930194,0.6303527580459259
0.3850630455868089,0.12114912114912114,0.25142121634666953,0.22615199926124296,0.21933529195739992,0.24157245099056116,0.26003335186214566,0.2611672278338945
0.42857142857142855,0.9226340410219503,0.843468873695574,0.8812522490104354,0.8596617488305146,0.8380712486505938,0.8416696653472472,0.8373515653112631
0.4056539509536784,0.21417533308273815,0.38737398777061643,0.3599353321575544,0.34949893936069054,0.3750402576489533,0.3973161202649907,0.39815210882025837
0.78,0.18,0.26,0.2,0.08,0.1,0.56,0.64
0.68,0.1,0.38,0.21,0.16,0.39,0.57,0.51
0.665,0.18,0.415,0.18,0.265,0.505,0.585,0.515
0.624,0.182,0.458,0.226,0.256,0.512,0.578,0.456
0.586,0.263,0.465,0.246,0.255,0.529,0.51,0.484
0.4625,0.235,0.474,0.2515,0.3315,0.4795,0.4945,0.4885
