Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.08536283864892896,0.2057301197427358,0.14040151104452434,0.1458255989061664,0.10698220713286347,0.11880807974881429,0.12284740743546346,0.12008081150711891
0.16093752960154878,0.33397086874283854,0.25777487984708625,0.31314009423085276,0.2140894792310756,0.2245933719775925,0.22178749292074157,0.21510460225057937
0.18514644351464435,0.023435272013554546,0.07103716249875461,0.03539433564894854,0.05457624509275653,0.07879537953795379,0.07843971631205673,0.08220946915351507
0.1098014888337469,0.8666253101736973,0.4423076923076923,0.6985111662531017,0.43982630272952855,0.3554590570719603,0.34305210918114143,0.3554590570719603
0.1378504672897196,0.04563644382013295,0.12241394111082497,0.06737471952131636,0.09710333493117854,0.12899594777127418,0.1276841376125606,0.13353530645537173
0.38,0.02,0.0,0.08,0.18,0.3,0.56,0.48
0.45,0.02,0.05,0.08,0.2,0.4,0.49,0.46
0.35,0.03,0.075,0.11,0.165,0.435,0.46,0.38
0.24,0.036,0.148,0.084,0.148,0.33,0.334,0.338
0.182,0.045,0.158,0.075,0.147,0.261,0.264,0.267
0.133,0.0765,0.1505,0.073,0.1205,0.184,0.181,0.1755
