Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.09123873739166771,0.20813830943259,0.13569816561376985,0.12043340116348192,0.10322566304774425,0.11813684033635947,0.1247843135023597,0.1255936402727168
0.21162852131835747,0.39738526787327744,0.3057474733783787,0.3282130829580452,0.2810069597920369,0.2454007184109413,0.2716450019049593,0.2758576172600137
0.2250252270433905,0.025626875916928006,0.06962268993839836,0.033930498597021366,0.05776091511410612,0.08187250996015936,0.0825002524487529,0.08143455604373148
0.1010421386497508,0.8627095604893521,0.4916175804259175,0.712279111916629,0.4621658359764386,0.3724512913457182,0.3701857725419121,0.3611236973266878
0.13946216385240776,0.049775175154240306,0.12197178348603227,0.0647753260399283,0.10268800966475385,0.13423695598922183,0.13492981007431876,0.1328997832249458
0.5,0.18,0.04,0.04,0.34,0.62,0.46,0.36
0.49,0.22,0.1,0.08,0.32,0.46,0.44,0.42
0.45,0.17,0.13,0.095,0.255,0.42,0.475,0.445
0.312,0.102,0.184,0.092,0.208,0.38,0.38,0.398
0.223,0.081,0.214,0.116,0.194,0.297,0.296,0.304
0.154,0.0995,0.186,0.1115,0.148,0.2115,0.2085,0.211
