Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.10356290769621199,0.22819262073302163,0.16025143217679919,0.14853398608697882,0.12337623715369313,0.1390516664834398,0.1446089932849835,0.14391786197955606
0.25879735202820137,0.45166417752507365,0.3831302282812199,0.4265939741178312,0.3403276022314234,0.31859729843653345,0.3317922997786151,0.32642318366523826
0.21901140684410647,0.0367664351452627,0.08684176644779194,0.04788525193085693,0.06994643507202662,0.08621636463481604,0.09320110933691907,0.09199732127908923
0.1101338432122371,0.8967495219885278,0.5158699808795411,0.7468451242829828,0.51434034416826,0.4202676864244742,0.42409177820267685,0.4202676864244742
0.1465648854961832,0.07063678534851497,0.14865832828255002,0.09,0.12314594396630653,0.14308032808228094,0.15281796885765467,0.15095117093606208
0.56,0.0,0.16,0.18,0.2,0.38,0.42,0.44
0.51,0.0,0.15,0.21,0.16,0.36,0.48,0.5
0.5,0.02,0.19,0.125,0.125,0.445,0.515,0.49
0.356,0.098,0.214,0.104,0.132,0.43,0.416,0.392
0.243,0.097,0.21,0.122,0.156,0.318,0.33,0.322
0.1715,0.0945,0.207,0.121,0.1675,0.242,0.237,0.2435
