Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.09111166649885548,0.23271237848990511,0.1699008573074888,0.16578271482335857,0.11595845842194363,0.12992841498063004,0.1239208312644229,0.13100502006815404
0.1534071400650053,0.34937978969156397,0.30264563274087325,0.34290153541453117,0.23231997348228675,0.22688851964040416,0.20692611471497493,0.21132581614695586
0.1828752642706131,0.025410416199140327,0.081399665862261,0.04222105814562598,0.0693994965839626,0.10214274206541002,0.10440006494560805,0.10688557547327861
0.10371702637889688,0.882494004796163,0.5257793764988009,0.7248201438848921,0.4628297362110312,0.3800959232613909,0.3854916067146283,0.3824940047961631
0.13236419280795714,0.04939845965400943,0.14097411991641215,0.07979407979407979,0.12070043777360852,0.161015873015873,0.1643030535326434,0.1670813146523504
0.46,0.02,0.12,0.04,0.18,0.26,0.48,0.44
0.4,0.16,0.15,0.03,0.14,0.4,0.39,0.44
0.32,0.115,0.1,0.15,0.175,0.425,0.33,0.39
0.238,0.192,0.146,0.1,0.166,0.312,0.302,0.32
0.179,0.145,0.157,0.072,0.16,0.27,0.258,0.273
0.136,0.117,0.1655,0.086,0.13,0.197,0.19,0.2015
