Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.4576728751983439,0.5787763761582018,0.5671641147637383,0.5742006788549764,0.5181785928995467,0.5157772409972673,0.5349323003005746,0.5294970080131196
0.6858525169692047,0.6317315434077552,0.682450597764029,0.6710511573085736,0.6334562935796259,0.7090606397135275,0.7105540144535183,0.710662904021464
0.5595169637722829,0.07497690496766696,0.4012368815592204,0.342018521425208,0.3723551855705862,0.42365120445948634,0.4630297565374211,0.46078431372549017
0.35240854762767115,0.9112640347700108,0.7754436798261499,0.7892068091271278,0.7776168055052517,0.7707352408547627,0.7439333574791742,0.749003984063745
0.4324444444444444,0.13855388512583294,0.5288378411757441,0.4772229522558037,0.5035768734607717,0.5467625899280575,0.570793386133111,0.5705614567526556
0.68,0.06,0.88,0.5,0.58,0.6,0.62,0.8
0.72,0.36,0.69,0.48,0.61,0.63,0.62,0.73
0.705,0.35,0.64,0.47,0.645,0.625,0.625,0.725
0.694,0.428,0.578,0.486,0.592,0.684,0.594,0.672
0.642,0.38,0.537,0.547,0.562,0.635,0.651,0.648
0.547,0.4525,0.5955,0.4805,0.5455,0.591,0.5895,0.5855
