Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.10407266234554184,0.23911389460775204,0.1663553790538629,0.15573206166264658,0.12844121878276224,0.1347470432868383,0.14460724579847856,0.1438159415096636
0.2377517755036318,0.43265121287211256,0.341520757208932,0.39009812403804145,0.32612943266542027,0.29909176470484067,0.3098845330021227,0.31120752128353263
0.21226053639846743,0.03350040026452264,0.08427821966491793,0.042310397832373704,0.06693242461261494,0.09035409035409035,0.09653492748809919,0.09534909534909534
0.12753222836095765,0.8862799263351749,0.4585635359116022,0.7476979742173112,0.47928176795580113,0.4088397790055249,0.4014732965009208,0.39548802946593004
0.15933275812482023,0.06456048562900359,0.14238741958541817,0.08008876833929232,0.11746121297602258,0.148,0.15564480142793397,0.15365351936320545
0.32,0.06,0.38,0.0,0.24,0.42,0.48,0.46
0.47,0.16,0.36,0.01,0.15,0.44,0.41,0.46
0.42,0.1,0.28,0.045,0.195,0.44,0.45,0.45
0.302,0.096,0.262,0.096,0.168,0.382,0.396,0.376
0.241,0.075,0.237,0.096,0.179,0.297,0.306,0.312
0.172,0.0555,0.2205,0.08,0.1645,0.2295,0.229,0.231
