Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.13163165188607803,0.27842521455647024,0.20197715068301872,0.20171558649047844,0.1689105361553569,0.18402483563907093,0.186002403387452,0.18368488886230122
0.27972031444384876,0.490944635205569,0.40087915970093957,0.453219696388276,0.3962089829013758,0.3995509675219674,0.3738025430294427,0.37440357680158637
0.21710882512181917,0.04814126037692441,0.09151541657555215,0.06644528582955744,0.0874531101282123,0.1102030499620861,0.11266511266511267,0.11127417127071823
0.1473181484202792,0.9224834680382072,0.6149889786921381,0.7865540044085232,0.5738427626745041,0.4805290227773696,0.47942689199118294,0.47354886113152095
0.17553075071131538,0.091507078952643,0.15932235652422191,0.12253891941391941,0.15177573725890298,0.1792886025632239,0.18245368752184551,0.18020411016356772
0.52,0.2,0.32,0.0,0.34,0.62,0.5,0.54
0.48,0.16,0.24,0.04,0.23,0.55,0.44,0.5
0.515,0.105,0.245,0.105,0.195,0.5,0.43,0.49
0.408,0.128,0.23,0.096,0.172,0.476,0.484,0.48
0.289,0.114,0.247,0.098,0.201,0.399,0.393,0.383
0.2095,0.131,0.2185,0.122,0.2095,0.2935,0.28,0.28
