Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.05414533536871351,0.18776611468256757,0.10429799644617234,0.1018172972929374,0.07658711669302076,0.07354558205798363,0.08087955492034984,0.08084414935818957
0.13151739182194544,0.37361474707371484,0.28401741349579235,0.3311180244052862,0.21030736870441455,0.20425729968862583,0.19546513537241417,0.19362102075032414
0.13255360623781676,0.024223687826325915,0.057105573851985336,0.030667254001216622,0.045290358432898026,0.06269747235387046,0.06257461201750895,0.06357538641003208
0.06726013847675569,0.8719090009891197,0.45450049455984176,0.7230464886251237,0.4030662710187933,0.31404549950544014,0.31107814045499504,0.32344213649851633
0.08923884514435697,0.047137777064784364,0.10146287606955562,0.05883891739611631,0.08143078383374132,0.10452674897119342,0.1041908232565844,0.10626370948086765
0.34,0.1,0.06,0.0,0.06,0.28,0.3,0.36
0.33,0.12,0.09,0.03,0.1,0.3,0.26,0.3
0.29,0.06,0.085,0.025,0.12,0.3,0.315,0.325
0.172,0.05,0.08,0.07,0.158,0.238,0.266,0.248
0.136,0.054,0.105,0.058,0.132,0.195,0.203,0.204
0.095,0.063,0.122,0.065,0.096,0.1465,0.152,0.144
