Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.08306639879000523,0.21506906955788285,0.1487341998936897,0.1520287264308466,0.10718656431504181,0.1105540487238081,0.11094802509033563,0.1154262488621312
0.19501962874383527,0.4009046945313059,0.3194268551197991,0.3745670529724584,0.28074262065783434,0.25940035683871854,0.23367375721211142,0.26240135478541904
0.1495076096687556,0.027613599650316425,0.06199985042255628,0.03734453033050227,0.05609469195706514,0.06940525900011285,0.07826300294406281,0.07785402370555208
0.10276923076923077,0.8941538461538462,0.5101538461538462,0.7224615384615385,0.4695384615384615,0.37846153846153846,0.3926153846153846,0.384
0.12180889861415024,0.053572745372760126,0.11056281675113364,0.07101808723005262,0.10021672029946804,0.11729925615105855,0.13051038150761993,0.12946058091286305
0.52,0.22,0.14,0.02,0.32,0.48,0.26,0.3
0.46,0.23,0.12,0.03,0.2,0.38,0.34,0.42
0.345,0.195,0.14,0.065,0.14,0.385,0.34,0.365
0.214,0.1,0.122,0.106,0.148,0.32,0.316,0.308
0.157,0.086,0.168,0.079,0.131,0.236,0.235,0.229
0.116,0.067,0.155,0.073,0.1145,0.169,0.169,0.1705
