Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.08629432422249608,0.21578067602673978,0.15402766348945698,0.15015945493929747,0.11107712099641717,0.122064586168888,0.12437133439414827,0.12182198513974593
0.1762565085099279,0.38408248121720534,0.3148066697940083,0.35968825548112987,0.29174634734154925,0.24920283988035702,0.2551587170088529,0.2353143831009629
0.15799803729146222,0.029277032768111125,0.07736389684813753,0.04278452889891272,0.06401851137678365,0.08820459290187892,0.09232895646164478,0.09168588091685881
0.09085778781038374,0.8944695259593679,0.48758465011286684,0.7172686230248307,0.4683972911963883,0.38148984198645597,0.37697516930022573,0.38148984198645597
0.11537083482622716,0.05669826506886067,0.13353941267387942,0.08075224753009944,0.11264165026803284,0.14328105129292074,0.14832907738425669,0.14784034991798797
0.46,0.34,0.24,0.12,0.36,0.42,0.38,0.34
0.41,0.23,0.16,0.07,0.34,0.39,0.37,0.29
0.34,0.16,0.185,0.055,0.225,0.405,0.405,0.365
0.214,0.144,0.204,0.068,0.168,0.332,0.334,0.308
0.16,0.105,0.207,0.074,0.157,0.265,0.252,0.259
0.127,0.087,0.1685,0.084,0.127,0.183,0.1785,0.184
