Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.07902388440137101,0.20100098785770956,0.130323520151679,0.11531455887873505,0.09878668461695013,0.11228379590772986,0.11557991180118304,0.11459423081166353
0.16793028009706565,0.38815970930523996,0.3141860340497561,0.34177486783354805,0.2811009057744783,0.2608503388372414,0.2656677139732905,0.2681672220538649
0.17845117845117844,0.022702189521153503,0.06879328716036227,0.031844578186041604,0.05404334785807255,0.0815069184930815,0.08153598064906269,0.08438023450586264
0.0957542908762421,0.8640469738030714,0.46657633242999097,0.6811201445347786,0.4313459801264679,0.36449864498644985,0.3654019873532069,0.3640469738030714
0.12463256907701355,0.044241954694203216,0.11990713871154962,0.060844479412536075,0.09605230072919285,0.13322327692942632,0.13332234673698087,0.13700492945775966
0.38,0.28,0.1,0.04,0.08,0.3,0.44,0.36
0.41,0.18,0.13,0.2,0.18,0.44,0.48,0.34
0.35,0.135,0.105,0.15,0.175,0.4,0.42,0.44
0.24,0.114,0.172,0.128,0.156,0.326,0.342,0.33
0.199,0.062,0.178,0.082,0.17,0.286,0.274,0.263
0.142,0.1115,0.172,0.085,0.1355,0.2075,0.2105,0.207
