Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.07747116676779132,0.21436559838236025,0.14581031967441482,0.1370056567325146,0.10507618312759653,0.12048626049664371,0.12006813330361239,0.11905014302749159
0.17556887199064247,0.41298701507413277,0.35062890444934497,0.38550478623687273,0.3075621935565853,0.28224865689192863,0.2711014205865876,0.28560051268670794
0.15858073859522084,0.027738264580369845,0.0739543475392532,0.03827719344960724,0.05751469353484467,0.0817946659530818,0.08165277404320158,0.08055530993014413
0.09125,0.89375,0.46708333333333335,0.71875,0.45666666666666667,0.38208333333333333,0.37958333333333333,0.37958333333333333
0.1158423697434541,0.05380659726577198,0.1276910809887231,0.07268360510681329,0.10216256524981358,0.13474395709352727,0.13439551523198348,0.1329053906193012
0.4,0.34,0.3,0.02,0.1,0.34,0.46,0.36
0.36,0.23,0.24,0.08,0.13,0.47,0.37,0.35
0.34,0.2,0.2,0.105,0.175,0.435,0.385,0.365
0.256,0.132,0.182,0.12,0.156,0.364,0.34,0.358
0.187,0.095,0.194,0.106,0.155,0.296,0.294,0.289
0.136,0.1,0.191,0.0905,0.1305,0.217,0.222,0.2205
