Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.08130277221266406,0.20178536577147196,0.13054871192658132,0.12589659695544167,0.10193868687692692,0.12061597391562066,0.12117292699336661,0.12171068200058513
0.15407519348979065,0.3728377460066025,0.29720703131290793,0.34208564043324935,0.2494343634197853,0.24666862281113391,0.23759959620036541,0.25232419212326807
0.17791411042944785,0.02339019091203254,0.06662304443519125,0.03534656618193398,0.05430387059503177,0.078853717924705,0.08047619047619048,0.07964518259884873
0.10086956521739131,0.88,0.48695652173913045,0.7239130434782609,0.44956521739130434,0.3660869565217391,0.3673913043478261,0.36695652173913046
0.12874583795782465,0.04556916426512968,0.11720998377897547,0.06740208480922984,0.0969026756009559,0.12975805208814917,0.13203125000000002,0.1308831511204156
0.4,0.0,0.2,0.0,0.08,0.38,0.48,0.38
0.37,0.01,0.16,0.02,0.19,0.38,0.46,0.37
0.395,0.02,0.14,0.07,0.14,0.355,0.425,0.315
0.27,0.058,0.16,0.108,0.124,0.378,0.34,0.37
0.196,0.061,0.18,0.104,0.134,0.306,0.296,0.308
0.1555,0.1125,0.163,0.093,0.136,0.2215,0.2205,0.2265
