Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.12962797641758675,0.3002399703311915,0.20982460191154087,0.20795530159310727,0.16144310785123706,0.17810762356213683,0.17801640588044818,0.18269181347765195
0.2865115490273054,0.47869656212184303,0.4164291762753477,0.4540810558374433,0.3826526786079451,0.362305829831466,0.3609845641467351,0.3678161435341354
0.20672162333544705,0.039868001995318675,0.11076760003533256,0.06556288948707548,0.08647465280153246,0.11934290687554396,0.11991174848317705,0.11893687707641196
0.14155449413808077,0.9023013460703431,0.5445071645679549,0.7720364741641338,0.5488493269648285,0.4763352149370386,0.471993052540165,0.46634824142422926
0.16804123711340208,0.07636196600826826,0.18408690546095127,0.12086194004486438,0.14940898345153666,0.19086559373640713,0.19123856439127374,0.18953498632312715
0.54,0.0,0.04,0.3,0.36,0.22,0.34,0.52
0.47,0.01,0.06,0.25,0.26,0.31,0.36,0.44
0.425,0.01,0.14,0.145,0.235,0.415,0.4,0.475
0.342,0.102,0.19,0.164,0.17,0.402,0.358,0.406
0.255,0.118,0.216,0.118,0.188,0.352,0.357,0.345
0.1875,0.0965,0.2165,0.094,0.1785,0.278,0.2845,0.2825
