Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.25859045709567013,0.43449320576372663,0.3676162182999559,0.37007059097359557,0.31016247628972204,0.32638369020985747,0.3319948631065016,0.3286693445790736
0.4671769832432668,0.5765839845059408,0.497025277216138,0.5653963974212053,0.5107999163419439,0.5213347684153555,0.5223207088890253,0.515777831758818
0.30144070927225713,0.07014964557626674,0.17687731146486574,0.14545454545454545,0.15174866627148784,0.18651821163473156,0.19016829052258635,0.1890855200069741
0.27935638479972613,0.9147552208147894,0.7531667237247518,0.8517630948305375,0.7887709688462855,0.7398151318041767,0.735022252653201,0.7425539198904485
0.2899786780383795,0.1303065031333057,0.28647698417865747,0.24847697992609605,0.2545293857711003,0.2979251395877852,0.3021602983604251,0.30141745414118953
0.64,0.02,0.32,0.2,0.32,0.4,0.46,0.44
0.66,0.1,0.26,0.44,0.31,0.52,0.42,0.37
0.625,0.29,0.33,0.37,0.315,0.465,0.44,0.5
0.544,0.156,0.362,0.322,0.326,0.456,0.5,0.48
0.458,0.137,0.376,0.278,0.329,0.474,0.484,0.47
0.3385,0.1965,0.375,0.223,0.3005,0.403,0.411,0.406
