Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.13362376723192534,0.30284818870114083,0.21310468707148908,0.22055258066219474,0.17481731888077098,0.19065310211792763,0.19690563994448929,0.19151749271870355
0.2707002386645439,0.4618804656717952,0.378827926949643,0.4698929900393587,0.39018663849913837,0.34906200561889544,0.3691772728609616,0.3433619026673523
0.18516597510373445,0.039409892007740484,0.09466595239917348,0.06020017662643509,0.07751657625075346,0.10157303370786516,0.10297191674997729,0.10315732172019597
0.16959619952494062,0.8997624703087886,0.5876484560570071,0.7771971496437055,0.6109263657957245,0.5368171021377672,0.5382422802850356,0.5401425178147269
0.17703942474584675,0.0755123195917391,0.16306353809649352,0.11174481745842015,0.13757689221717034,0.17082388510959937,0.17287152883735124,0.17323074579111755
0.52,0.08,0.0,0.02,0.18,0.34,0.66,0.2
0.5,0.06,0.01,0.01,0.16,0.38,0.48,0.24
0.48,0.085,0.06,0.09,0.105,0.425,0.395,0.39
0.352,0.062,0.144,0.108,0.122,0.422,0.424,0.404
0.242,0.065,0.207,0.084,0.125,0.347,0.359,0.355
0.182,0.0935,0.2025,0.081,0.1595,0.268,0.272,0.272
