Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.07684399809059783,0.1994932816832285,0.12167851997841228,0.11114922101803512,0.09108603299278271,0.10844281479183769,0.10711955940013165,0.10746724340066546
0.22475717565413084,0.42140014596970815,0.3189572968706341,0.35552638118822993,0.2880130353663376,0.2827061871001596,0.28306132029801107,0.2840576090279228
0.17458677685950413,0.022120195682940148,0.06591796875,0.032211276968634794,0.055652363319538226,0.079288995406431,0.08128353072173297,0.0804327855465959
0.0755813953488372,0.8877459749552773,0.48300536672629696,0.7151162790697675,0.45706618962432916,0.3550983899821109,0.35912343470483005,0.35241502683363146
0.10549313358302123,0.04316484185576202,0.11600429645542427,0.061645816064922795,0.09922330097087378,0.12963265306122448,0.13256293850598433,0.13097315715116764
0.46,0.0,0.04,0.04,0.12,0.36,0.32,0.44
0.47,0.0,0.02,0.12,0.14,0.32,0.35,0.39
0.385,0.015,0.06,0.09,0.175,0.39,0.35,0.355
0.244,0.112,0.096,0.086,0.176,0.31,0.312,0.31
0.172,0.085,0.151,0.084,0.167,0.265,0.269,0.262
0.1275,0.07,0.155,0.091,0.124,0.205,0.202,0.213
