Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.06046798183961627,0.19040979478919795,0.1069158181081224,0.10970677361806692,0.07624393896182335,0.08003450673115475,0.08553468007692147,0.08573462085984467
0.14957341897291382,0.3681447526310159,0.25658129922965006,0.3213672262745901,0.21891936872142548,0.17804883210615818,0.19271718041346236,0.19760847491811548
0.1416819012797075,0.023155829528526965,0.05907707910750507,0.032475490196078434,0.04725367763784528,0.06504524886877829,0.06608181558119576,0.0660252782493869
0.07185906351414001,0.8864163189615206,0.43208159480760316,0.7371349095966621,0.4140009272137228,0.3198887343532684,0.32127955493741306,0.3245248029670839
0.09535527529990773,0.04513265980549523,0.10394245246194167,0.06221022360467164,0.0848254571360722,0.10810810810810813,0.10961720974375198,0.10972646759150403
0.44,0.06,0.04,0.14,0.14,0.3,0.34,0.3
0.37,0.1,0.2,0.1,0.11,0.33,0.36,0.27
0.305,0.07,0.195,0.06,0.115,0.275,0.33,0.28
0.2,0.08,0.13,0.096,0.132,0.246,0.262,0.268
0.144,0.063,0.129,0.081,0.118,0.227,0.212,0.232
0.104,0.063,0.141,0.0715,0.097,0.165,0.1615,0.17
