Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.19766747190763118,0.38344793963186047,0.30668383387623205,0.31076840995191496,0.2435026736353984,0.2614229504727392,0.26698893748770886,0.2664438512028429
0.3879608988224911,0.5264619723498026,0.4461646271715516,0.5258939301971476,0.46124883069303224,0.4395277837724857,0.43118887705064834,0.45127820219028825
0.27602523659305994,0.057561565191116486,0.1456713780918728,0.10156326331216414,0.11919742729306487,0.1498935552544997,0.15095635115252576,0.15416791156259338
0.2110128617363344,0.9188102893890675,0.6627813504823151,0.8356109324758842,0.6852893890675241,0.622588424437299,0.6185691318327974,0.6221864951768489
0.23917995444191342,0.10833609781526943,0.23884704519119354,0.1811133373987281,0.20307289185326347,0.2416159725471845,0.24268706142079954,0.247106712427169
0.66,0.0,0.22,0.06,0.24,0.42,0.3,0.36
0.64,0.01,0.14,0.1,0.24,0.48,0.34,0.43
0.59,0.115,0.23,0.11,0.195,0.525,0.405,0.42
0.46,0.116,0.266,0.214,0.248,0.47,0.51,0.51
0.351,0.104,0.324,0.227,0.261,0.422,0.421,0.418
0.268,0.1025,0.321,0.205,0.2405,0.354,0.3535,0.352
