Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.11953177769330584,0.26592422515969083,0.18165766556900984,0.1844328308484495,0.14833038215636862,0.1604039320503536,0.15961616543934634,0.16686984625988033
0.2612434714026062,0.4510109225297937,0.3697347007084272,0.4360133435745626,0.35021887220003955,0.3147144094358888,0.3132646539669209,0.3331887528850249
0.19458631256384065,0.03627897793645832,0.08965707202864619,0.05540449668157764,0.07147621735337883,0.09526549399967121,0.09445350734094617,0.09542078197698146
0.151671974522293,0.8777866242038217,0.518312101910828,0.7543789808917197,0.5545382165605095,0.46138535031847133,0.4609872611464968,0.4653662420382166
0.17046979865771814,0.06967815329193724,0.15287072912997535,0.10322756366607652,0.12663060769965004,0.15792342280964708,0.15678310316815597,0.15836889521100048
0.5,0.36,0.02,0.0,0.28,0.36,0.42,0.36
0.49,0.18,0.08,0.0,0.14,0.31,0.43,0.38
0.45,0.145,0.12,0.03,0.095,0.36,0.45,0.41
0.35,0.118,0.164,0.06,0.132,0.382,0.372,0.408
0.288,0.113,0.159,0.08,0.162,0.333,0.337,0.358
0.192,0.0995,0.1935,0.098,0.1685,0.264,0.263,0.263
