Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.1805759850309639,0.3582043251039682,0.26429810391535474,0.3020080281932766,0.2315599999582893,0.23101764673704467,0.2319290679679153,0.22849189218389224
0.3781423395868825,0.5217496861767879,0.4327460373101305,0.5191570194345194,0.4577316194776781,0.41538548804406294,0.40704396101361695,0.4066212203847992
0.22316504030547307,0.05888171292255775,0.12164271047227926,0.09570209628147056,0.1032016795696103,0.127443176793137,0.12654867256637167,0.12653097189179663
0.23440285204991088,0.9019607843137255,0.6599821746880571,0.8097147950089126,0.7009803921568627,0.6421568627450981,0.6372549019607843,0.6399286987522281
0.2286459465333623,0.11054672565404994,0.20542339968097648,0.17117286858219502,0.17991536086011667,0.21267803114161316,0.21116361488481983,0.21128522033399544
0.62,0.0,0.2,0.1,0.2,0.26,0.4,0.64
0.58,0.08,0.19,0.2,0.14,0.27,0.41,0.51
0.545,0.095,0.255,0.22,0.11,0.265,0.4,0.41
0.432,0.148,0.254,0.174,0.162,0.364,0.38,0.384
0.322,0.142,0.259,0.139,0.185,0.373,0.367,0.348
0.234,0.154,0.262,0.15,0.1945,0.2835,0.2785,0.2875
