Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.09251307472570136,0.23111331421225997,0.1502299733042859,0.1400170279229336,0.1139236911338077,0.1230818451306109,0.12432752677261025,0.12308329465420881
0.20401852285035535,0.42153731782230275,0.359363663691506,0.38624980448074836,0.3198590033740127,0.28523076917054047,0.2702944729445835,0.25286919439467037
0.2,0.03133222685503785,0.08435050751638186,0.04470887811566525,0.06866826951269571,0.0973622568489663,0.09566805316019072,0.09659374687843372
0.10026995757809487,0.8954878519089857,0.5063632857693791,0.7042036251446201,0.45160046278441957,0.368684920940995,0.3636714230620902,0.3729271114539144
0.13357307988697661,0.06054600923052854,0.14461148741670798,0.08407965926096467,0.1192100173063219,0.15404447309055752,0.15148594377510038,0.1534433513170422
0.52,0.18,0.06,0.02,0.22,0.34,0.4,0.2
0.44,0.19,0.08,0.07,0.18,0.35,0.39,0.29
0.38,0.145,0.12,0.065,0.165,0.38,0.375,0.355
0.268,0.156,0.148,0.096,0.144,0.36,0.336,0.328
0.225,0.122,0.162,0.099,0.153,0.309,0.307,0.297
0.1655,0.0925,0.173,0.102,0.146,0.2335,0.235,0.2315
