Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.24571549315946195,0.41292159040398546,0.3244892661023695,0.34239987004863587,0.2898803149950974,0.2969373016545953,0.30623977987580386,0.30315714515942843
0.4392581660242416,0.5578721686929503,0.4744188287315515,0.5456651687183861,0.48335533296184563,0.47719903088207516,0.48549338311170664,0.47516588022049416
0.2765494744472635,0.07383747697974218,0.16140908710568153,0.13039839303649145,0.13803640228510694,0.16974331926863573,0.17133457810971814,0.17180062864840592
0.2731829573934837,0.9187253848907985,0.6906552094522019,0.8367346938775511,0.7440028643036162,0.6913712853562478,0.6899391335481561,0.6849266022198353
0.27485590778097985,0.1366893061659342,0.2616657623440043,0.22563359884141926,0.2328682691768925,0.27256687133883833,0.2745014245014245,0.2746984491671453
0.68,0.12,0.34,0.22,0.24,0.38,0.26,0.56
0.59,0.08,0.35,0.19,0.32,0.36,0.34,0.51
0.59,0.06,0.275,0.16,0.365,0.45,0.37,0.49
0.572,0.154,0.286,0.112,0.308,0.498,0.436,0.428
0.447,0.174,0.35,0.175,0.305,0.448,0.466,0.463
0.32,0.1945,0.346,0.1505,0.278,0.365,0.38,0.3685
