Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.08402674796160092,0.21242214265462422,0.13479798641811158,0.11989204689096568,0.10465648308652958,0.11770604868757026,0.12099066624495924,0.1199946872349176
0.16765310382881232,0.37335871206980126,0.30033313441729503,0.31894091912737704,0.2691327861660746,0.25806323462764674,0.2663360586795542,0.2712312035107096
0.17957166392092258,0.02428961447582669,0.0767867690490254,0.03537788491585197,0.05925001485707494,0.08876487311782669,0.0884538888307338,0.08729247154641329
0.09400603708495041,0.8555411815437689,0.44846916774471757,0.6834842604570935,0.42992669253988786,0.36351875808538164,0.364381198792583,0.3605002156101768
0.12340786866685538,0.047238095238095246,0.13112273844796066,0.06727361473652936,0.10414708033009507,0.14268788083953962,0.14235175202156336,0.14055144586415602
0.4,0.0,0.12,0.1,0.1,0.36,0.52,0.48
0.38,0.0,0.15,0.15,0.12,0.36,0.44,0.44
0.345,0.025,0.195,0.145,0.165,0.445,0.445,0.385
0.272,0.038,0.196,0.106,0.184,0.342,0.344,0.348
0.195,0.05,0.172,0.087,0.175,0.288,0.279,0.297
0.1475,0.0895,0.1815,0.078,0.1435,0.217,0.2075,0.219
