Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.1488347985250283,0.2942700459523848,0.23567309662847347,0.21104321486875907,0.18168277791412915,0.20940944943057813,0.20574514060220023,0.2098839524090999
0.291094706082953,0.4551861448598286,0.37776053945562615,0.44518421267531133,0.37247586478180966,0.3655355788638541,0.3630499770951717,0.35816741042754924
0.23385939741750358,0.041423597678916825,0.11334540281908703,0.06512882470287432,0.08723559445660102,0.11741195988236182,0.12076353720296065,0.11866605616605616
0.1667234913058302,0.9127173542448005,0.5976815547221275,0.7903170814865326,0.6116604159563587,0.530855779065803,0.5284691442209342,0.5301738833958405
0.1946656050955414,0.07925042185973534,0.19055383444752433,0.12034056691932302,0.1526938462847902,0.1922934420155613,0.19660071029934043,0.1939265448649997
0.6,0.04,0.38,0.12,0.06,0.62,0.32,0.22
0.58,0.04,0.24,0.11,0.09,0.58,0.41,0.4
0.52,0.025,0.245,0.06,0.175,0.48,0.405,0.43
0.424,0.116,0.256,0.092,0.156,0.482,0.442,0.474
0.303,0.107,0.215,0.118,0.169,0.435,0.42,0.412
0.2395,0.124,0.278,0.1285,0.1905,0.3355,0.3325,0.3255
