Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.09771397095685029,0.23654797026135038,0.1591213711388534,0.15629525474741263,0.11846512009515206,0.13549064048953008,0.13804080188122766,0.13717449413259453
0.23325049472504925,0.44814524164017183,0.3594748669357087,0.41834492200800577,0.3285615814439328,0.31374695190023155,0.29349805159502135,0.2858084848332863
0.17343427391603577,0.03221913840955714,0.08386457005241536,0.046449365772509875,0.06620635892867086,0.09041071268086637,0.09085857182550708,0.09316827997021593
0.10378912685337727,0.8797364085667215,0.4876441515650741,0.735996705107084,0.4897034596375618,0.414332784184514,0.40403624382207576,0.41227347611202636
0.12986343725843855,0.06216169023921774,0.14311616100568114,0.08738386308068459,0.11664295874822189,0.14843231279970495,0.14835538752362948,0.1519890677194048
0.66,0.08,0.12,0.12,0.22,0.42,0.42,0.42
0.5,0.06,0.12,0.21,0.25,0.41,0.41,0.46
0.41,0.08,0.18,0.115,0.185,0.415,0.345,0.375
0.282,0.076,0.162,0.074,0.16,0.37,0.344,0.344
0.203,0.094,0.18,0.054,0.168,0.279,0.303,0.289
0.157,0.084,0.1945,0.102,0.1385,0.2325,0.229,0.234
