Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.07248962826037225,0.11006684330477075,0.07948479971578473,0.09071649281909389,0.08206156506041949,0.057683479086041246,0.09182699267082838,0.08788657407108955
0.08842735137929593,0.17660595589320036,0.10582898034538037,0.12087210241897664,0.10898681222084296,0.07601857262079541,0.11833184076125974,0.11682212964769542
0.23641563393708293,0.009594167158097893,0.11869328493647913,0.018311447141530705,0.015527573974926741,0.07110115637045526,0.1507833667098598,0.13917808219178082
0.08632091890010442,0.7786286112077967,0.22763661677688826,0.48050817960320225,0.4906021580229725,0.23755656108597284,0.22276366167768882,0.22102332057083188
0.12646608873023968,0.01895477587057879,0.15603006083740903,0.03527848408571099,0.03010240584321975,0.10944515715202054,0.1798384264137689,0.17080223253311816
0.5,0.1,0.36,0.3,0.2,0.3,0.42,0.42
0.32,0.1,0.45,0.32,0.24,0.29,0.35,0.42
0.315,0.11,0.45,0.33,0.225,0.295,0.375,0.43
0.318,0.096,0.318,0.31,0.238,0.284,0.356,0.348
0.315,0.094,0.286,0.292,0.241,0.237,0.318,0.314
0.236,0.095,0.245,0.3085,0.239,0.192,0.311,0.2685
