Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.043523184143032925,0.10491143790422422,0.04941537728866288,0.04493652485248844,0.043383710769732346,0.03724120513984694,0.06250161316077958,0.060163549838780576
0.07241830675121828,0.19725047826136455,0.07598005287397466,0.0821578608108138,0.08292633210236035,0.06415361552784946,0.09974366871368379,0.09980458378886385
0.1804780876494024,0.007822914959127689,0.09663825304089646,0.011108761169565906,0.010691041436489737,0.05488142591007502,0.12336383644156144,0.11129314110965487
0.08623643632210165,0.7540453074433657,0.19208071578145822,0.3999619265181801,0.4384161431562916,0.20750047591852275,0.2027412906910337,0.19398438987245384
0.11670745845678215,0.015485177467718039,0.12858417229514463,0.021617116723170238,0.020873080252144634,0.08680417297125108,0.1533919055163474,0.14143937816642377
0.18,0.06,0.2,0.2,0.02,0.18,0.36,0.3
0.19,0.07,0.22,0.15,0.05,0.16,0.29,0.22
0.25,0.09,0.195,0.14,0.095,0.17,0.31,0.285
0.242,0.066,0.156,0.144,0.122,0.194,0.274,0.272
0.175,0.058,0.15,0.189,0.117,0.166,0.214,0.235
0.171,0.068,0.195,0.2025,0.1775,0.113,0.219,0.22
