Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.04865635312934885,0.12009464102913013,0.06091004068330152,0.04626005310865218,0.04442273746156314,0.04464243623090276,0.062228373504907925,0.059891705182956494
0.0798775745028728,0.19506293911101477,0.09406685627229885,0.0869987487966461,0.0813907001198532,0.0691193989939686,0.09370733843244247,0.09198958400477124
0.16734902763561924,0.006867267423758979,0.09349725008087997,0.01016664860023163,0.009184152309445599,0.06616929298563659,0.11336467427803895,0.1061176776204702
0.07841726618705036,0.7458033573141487,0.2079136690647482,0.4273381294964029,0.42709832134292564,0.2275779376498801,0.20239808153477218,0.19592326139088728
0.10679294578706727,0.013609222764597643,0.12898906494086143,0.019860796103628325,0.01798163470324245,0.10252808988764045,0.14532931554024967,0.13766955935630634
0.36,0.06,0.24,0.22,0.04,0.3,0.24,0.3
0.34,0.06,0.25,0.21,0.11,0.26,0.25,0.29
0.37,0.045,0.315,0.19,0.145,0.21,0.26,0.33
0.28,0.06,0.252,0.178,0.13,0.244,0.28,0.298
0.223,0.066,0.239,0.214,0.148,0.188,0.242,0.216
0.165,0.0775,0.187,0.184,0.1415,0.1515,0.1925,0.185
