Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.03082146619810622,0.11753671437908633,0.036676444686180615,0.033119668163870325,0.03677068556823815,0.025611153375629275,0.04507815686319684,0.043529782330431095
0.04551092681957722,0.20482634444666792,0.05630459829629902,0.06278272773577843,0.06966384403118692,0.041033147707673204,0.06630129226877639,0.06221040018259819
0.1346548188653452,0.006332957776704759,0.06341506438525313,0.009427564576092617,0.008011266800698053,0.04450363464846568,0.102399510927709,0.09906513872135103
0.05028075548749362,0.753190403266973,0.1835119959162838,0.39739663093415006,0.4007146503318019,0.20469627360898418,0.17100561510974988,0.16768759571209801
0.07322059096822153,0.0125603062824941,0.0942579968536969,0.018418188700671904,0.01570848258059352,0.07311181001868818,0.12809482841028583,0.12454976303317536
0.12,0.04,0.34,0.16,0.16,0.18,0.16,0.08
0.13,0.04,0.26,0.13,0.15,0.13,0.15,0.13
0.18,0.06,0.24,0.12,0.14,0.12,0.15,0.15
0.126,0.074,0.13,0.116,0.14,0.144,0.172,0.154
0.143,0.074,0.114,0.129,0.128,0.113,0.159,0.174
0.128,0.074,0.1215,0.1305,0.1135,0.0785,0.1695,0.1535
