Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.04317714134777505,0.11272406514059934,0.05447767318606008,0.04606012727116361,0.04994331174866324,0.045739086393170314,0.055477178358764576,0.05909502283682234
0.08364920763085444,0.2106378739072899,0.09399160805692987,0.09096277532907628,0.09860355334895263,0.08083545998412094,0.0875737906961571,0.10449245307294837
0.19108635097493037,0.009728851278147052,0.11375802997858672,0.01627538634614246,0.013919493005327762,0.08604906627608934,0.13775839793281655,0.12583383869011522
0.0607832713095871,0.7065390749601276,0.15062909799751906,0.3896863370547581,0.38844586213007265,0.1665780613149034,0.15116073010809852,0.14708488392698918
0.09222909384243075,0.019193414449218325,0.12962256957682047,0.031245781677382692,0.02687591956841589,0.11347860204020038,0.1441487114490917,0.13563199607811097
0.16,0.06,0.2,0.08,0.18,0.22,0.24,0.36
0.2,0.08,0.19,0.07,0.21,0.29,0.18,0.29
0.21,0.075,0.24,0.135,0.225,0.27,0.15,0.285
0.238,0.074,0.224,0.166,0.208,0.232,0.254,0.28
0.238,0.08,0.237,0.216,0.192,0.224,0.24,0.267
0.1845,0.0845,0.1975,0.19,0.17,0.177,0.201,0.201
