Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.0718877362373797,0.11115631424962515,0.06509536363548876,0.06797263876066763,0.07097926212503239,0.06357085629331202,0.08512637672392839,0.07614617920388433
0.12138255758604624,0.2079932094832737,0.107265688356943,0.12519421664487618,0.13029108712507206,0.10389574780054776,0.13631899502672146,0.12016403042620816
0.22046651617757712,0.009780541552208168,0.09690064927110131,0.015613793103448275,0.014215848002018359,0.09625288581069082,0.1336705821829718,0.12509246322018575
0.1022509160704938,0.7914849066480545,0.27604257546675975,0.4938056185656953,0.5112545803524691,0.28372011865294017,0.2720293142558018,0.2655731983946955
0.13970675885087613,0.01932231331028798,0.1434465249127261,0.030270455286900807,0.027662517289073308,0.14374115983026875,0.1792572151316546,0.17007486870041347
0.48,0.12,0.28,0.1,0.24,0.2,0.4,0.22
0.52,0.07,0.28,0.11,0.19,0.17,0.39,0.23
0.45,0.075,0.27,0.165,0.205,0.195,0.36,0.235
0.256,0.088,0.434,0.184,0.194,0.148,0.184,0.122
0.18,0.091,0.23,0.17,0.205,0.128,0.185,0.175
0.1885,0.08,0.1455,0.226,0.1735,0.2225,0.2445,0.2355
