Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.07966522321943911,0.12339121222081671,0.07765610029135835,0.09076877207196402,0.08308862084557891,0.06314152424217355,0.08798412889235044,0.10308347515512094
0.10394938502080071,0.20696120051900516,0.10756551097944367,0.11404208181289616,0.1118436254529498,0.08385698297953463,0.12925565780156037,0.12834472906752964
0.2608695652173913,0.010116747877842197,0.12601431980906921,0.017326180764135723,0.015081303300530154,0.06828732591224479,0.1315545482641393,0.12470703125
0.09815950920245399,0.7380708929788684,0.2249488752556237,0.4502385821404226,0.4619972733469666,0.2331288343558282,0.21762099522835718,0.21762099522835718
0.14264487369985143,0.019959905062561928,0.16153704950131556,0.033368276140798465,0.029209112898446885,0.10563298714335354,0.16398073836276084,0.15855475540104297
0.32,0.1,0.3,0.16,0.26,0.26,0.32,0.52
0.3,0.08,0.32,0.21,0.27,0.21,0.28,0.52
0.4,0.095,0.35,0.295,0.275,0.175,0.26,0.525
0.506,0.104,0.15,0.31,0.264,0.368,0.322,0.522
0.414,0.107,0.285,0.346,0.269,0.308,0.399,0.453
0.2795,0.103,0.2795,0.306,0.279,0.2665,0.3285,0.329
