Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.050224801504698005,0.1096591942386001,0.06266094924970589,0.05194447613797561,0.052166506445066076,0.04120080123422193,0.06466453710948288,0.05945312470789511
0.07114253791287704,0.197207808797666,0.08886381289438641,0.08101632155359155,0.08550352406886205,0.059325097710761714,0.09180102957617038,0.08583853056509601
0.21775147928994082,0.008021121549449842,0.11768818457236076,0.012241527106985301,0.010577837469972373,0.07469294487289346,0.134185303514377,0.1271117166212534
0.06957837020230667,0.7542068443940253,0.19096237474002647,0.44280582340707125,0.4437511816978635,0.19776895443373038,0.17470221213840045,0.17640385706182643
0.10545923484739933,0.015873426435681584,0.14562756830798068,0.023824419521375345,0.020663121566417808,0.10843311045456902,0.1517864476386037,0.1477551666798638
0.3,0.06,0.16,0.14,0.08,0.06,0.36,0.06
0.29,0.1,0.21,0.14,0.09,0.09,0.3,0.14
0.235,0.08,0.23,0.125,0.135,0.11,0.31,0.15
0.27,0.086,0.378,0.116,0.142,0.176,0.302,0.296
0.237,0.086,0.269,0.134,0.152,0.206,0.304,0.278
0.203,0.0895,0.2315,0.245,0.212,0.1705,0.2505,0.2415
