Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.03636473612233969,0.055922003530499004,0.033145055027729076,0.07016182760606025,0.045495387442243754,0.04425200559334265,0.04746240299751464,0.04428553543181801
0.052940916269240836,0.07607411059981989,0.04262152954025776,0.11436271557038612,0.06701886848213898,0.05828845490053302,0.06456764733161509,0.0608315796781584
0.05191256830601093,0.004597302915622835,0.05782734407269723,0.010530641598602763,0.008731859158345798,0.06247211066488175,0.075,0.073389651531151
0.04691358024691358,0.8518518518518519,0.345679012345679,0.5061728395061729,0.5333333333333333,0.345679012345679,0.34814814814814815,0.3432098765432099
0.04928664072632944,0.009145250434068046,0.09907997169143666,0.02063204508856683,0.017182403945589054,0.10582010582010583,0.12341356673960611,0.12092214006089602
0.14,0.04,0.1,0.06,0.02,0.18,0.14,0.12
0.11,0.02,0.1,0.09,0.02,0.13,0.13,0.13
0.07,0.02,0.07,0.115,0.015,0.09,0.09,0.075
0.048,0.012,0.056,0.236,0.058,0.062,0.066,0.058
0.121,0.013,0.032,0.143,0.132,0.122,0.125,0.12
0.071,0.0125,0.0695,0.0755,0.073,0.0695,0.0705,0.0695
