Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.051016480842196524,0.1537606670889934,0.0575761549438205,0.04547968626909031,0.046401803495589394,0.05518653605415654,0.06612033184075054,0.06507908139564274
0.07160597020789587,0.2576283042898824,0.0786827386106985,0.06926798746566991,0.07902535742080648,0.07813629867577478,0.0874508287951523,0.087294944467652
0.1788805539526832,0.008348888806795587,0.11388888888888889,0.01617089394504538,0.01348214000191871,0.09657127668999735,0.13891091726143273,0.13102843542527873
0.0586565752128666,0.7269631031220435,0.20170293282876064,0.393755912961211,0.3988647114474929,0.20624408703878902,0.1988647114474929,0.197918637653737
0.08834425762325449,0.016508187493823392,0.14557869580061453,0.03106596105185373,0.026082652808710714,0.13154718802799906,0.16356703758462376,0.1576725957190232
0.3,0.14,0.2,0.12,0.2,0.18,0.28,0.18
0.32,0.13,0.24,0.11,0.14,0.26,0.26,0.28
0.315,0.11,0.22,0.15,0.15,0.27,0.195,0.265
0.25,0.11,0.128,0.17,0.168,0.212,0.214,0.25
0.208,0.107,0.168,0.175,0.156,0.184,0.224,0.208
0.172,0.11,0.174,0.1615,0.141,0.16,0.199,0.1945
