Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.06260745081041966,0.13438153021762422,0.0618627654458381,0.05060059648107073,0.05701804701453707,0.05125161009011931,0.07721222432330155,0.07354441138376759
0.08659212559666774,0.23943192264851346,0.08193327609614327,0.08545762139104504,0.08568622074037616,0.07726396833509244,0.1073780555748353,0.10708300613980912
0.271645736946464,0.006532454194553361,0.11981424148606812,0.010137038702707173,0.009524841327880248,0.07057395526270158,0.1526062382248273,0.14201183431952663
0.0928393946238988,0.7729839620510504,0.17483623221142985,0.4429636322566072,0.47662073639033203,0.18387169640840298,0.1646713349898351,0.16805963406370003
0.1383838383838384,0.012955422669718119,0.14218793055938275,0.01982049364248317,0.018676450412253878,0.1019986216402481,0.15840938722294653,0.15394165114835506
0.2,0.1,0.2,0.06,0.24,0.16,0.14,0.28
0.21,0.11,0.23,0.1,0.22,0.15,0.17,0.26
0.245,0.1,0.22,0.115,0.195,0.335,0.325,0.365
0.362,0.094,0.242,0.126,0.174,0.274,0.332,0.342
0.333,0.093,0.211,0.232,0.247,0.26,0.312,0.316
0.24,0.102,0.232,0.1945,0.2195,0.216,0.259,0.2475
