Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.07580708841378375,0.20481634341103178,0.1423048851922721,0.14934832793888445,0.10461072260041612,0.11138014185245348,0.11264912896524536,0.11736534287700895
0.1644724063350665,0.4114319797505542,0.3452575561545818,0.3973698579458921,0.2952863073684682,0.2500293019941568,0.2475541754867124,0.25929191247094224
0.12995245641838352,0.02988361119849009,0.07707681612791102,0.04352925843868109,0.05973682378333217,0.08252027741859645,0.08641364816417357,0.08477487424855847
0.08986301369863013,0.8849315068493151,0.486027397260274,0.7320547945205479,0.47013698630136985,0.38465753424657534,0.383013698630137,0.3786301369863014
0.10625202461937155,0.05781484928760649,0.13305332633315833,0.08217240212811762,0.10600444773906596,0.13588850174216027,0.14101270929997983,0.138532477947073
0.4,0.1,0.24,0.02,0.04,0.34,0.32,0.4
0.38,0.05,0.19,0.04,0.13,0.42,0.32,0.39
0.29,0.095,0.175,0.1,0.17,0.345,0.355,0.385
0.188,0.09,0.158,0.082,0.128,0.306,0.288,0.29
0.142,0.123,0.148,0.078,0.135,0.241,0.242,0.241
0.117,0.1005,0.1435,0.067,0.115,0.1875,0.1805,0.1795
