Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.09616780886876705,0.2394942483289171,0.1694013467944681,0.17259684632629108,0.1282072599481952,0.12399534977020311,0.13487446823110877,0.1338012229396156
0.20837936141761068,0.3963635982995817,0.32730432986550456,0.38958306502273976,0.30175877107825216,0.25142647799426987,0.2571874001980935,0.2612673195103071
0.15517241379310345,0.030096007626137677,0.076931330472103,0.04365329965266814,0.06006006006006006,0.07690402476780185,0.0841046277665996,0.08569830840206906
0.1196808510638298,0.8816489361702128,0.4767287234042553,0.7353723404255319,0.4920212765957447,0.4128989361702128,0.41688829787234044,0.40757978723404253
0.13513513513513514,0.05820512257753001,0.13248337028824833,0.08241430700447094,0.10705244122965643,0.12965862824929533,0.13997097890389554,0.14161949867159523
0.48,0.06,0.12,0.0,0.26,0.48,0.38,0.42
0.44,0.04,0.24,0.01,0.16,0.34,0.36,0.36
0.375,0.06,0.31,0.045,0.13,0.365,0.385,0.39
0.234,0.048,0.224,0.05,0.134,0.326,0.32,0.324
0.164,0.052,0.199,0.07,0.156,0.246,0.238,0.251
0.126,0.0885,0.1805,0.061,0.1255,0.1775,0.1765,0.1835
