Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.13722789388372944,0.28041169703348146,0.22420557446166609,0.23288571616006098,0.16780854828541175,0.18063296622721775,0.19141968539491275,0.19011544082168313
0.2673460628227471,0.4288723536888145,0.3620666254694668,0.4166107345888265,0.32412325920709734,0.32624739431560223,0.3225884268386785,0.31649455057183323
0.21761219305673157,0.03976608187134503,0.10709283076531262,0.06728778467908902,0.08522329903087221,0.10976702508960573,0.11556046034999212,0.11676022453889334
0.16442738323736406,0.891874600127959,0.5380678182981445,0.7485604606525912,0.5457453614843251,0.47024952015355087,0.4689699296225208,0.4657709532949456
0.1873177842565598,0.07613741875580315,0.1786321155480034,0.12347633370270697,0.1474248185274801,0.17798764983654194,0.18542878826207945,0.18671454219030523
0.46,0.02,0.2,0.0,0.14,0.5,0.48,0.38
0.52,0.01,0.28,0.0,0.17,0.43,0.5,0.36
0.45,0.045,0.225,0.025,0.175,0.46,0.435,0.4
0.314,0.096,0.248,0.058,0.2,0.392,0.414,0.428
0.217,0.11,0.214,0.079,0.184,0.329,0.334,0.333
0.174,0.107,0.209,0.0815,0.171,0.225,0.2275,0.2365
