Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.09654031429386957,0.21831148079891077,0.16342993371319064,0.16490742882197762,0.12251456473126311,0.1312017860064162,0.13747530179475304,0.1351904946917713
0.19875054217560675,0.4057319491324072,0.3366000017542227,0.38034865836992104,0.31562858556599255,0.2795460531525127,0.2757555657596902,0.2831117607428726
0.17434507678410116,0.033187009714262486,0.08978237532936469,0.048067497549362834,0.06873283640643389,0.093713393205779,0.09483997387328544,0.09559115583211969
0.10370768404083826,0.8774852229983879,0.49435787211176785,0.737775389575497,0.4707146695325094,0.3868887694787749,0.3901128425577646,0.3879634605051048
0.13005390835579514,0.06395519611490787,0.1519656425503799,0.09025472473294988,0.11995070518964808,0.1508801341156748,0.15258511979823455,0.15338857021457403
0.5,0.26,0.16,0.02,0.34,0.36,0.46,0.34
0.39,0.14,0.13,0.04,0.29,0.37,0.42,0.35
0.355,0.15,0.17,0.06,0.215,0.365,0.365,0.375
0.254,0.122,0.21,0.094,0.178,0.324,0.388,0.362
0.178,0.137,0.184,0.091,0.164,0.286,0.294,0.28
0.14,0.126,0.176,0.0875,0.1385,0.1935,0.2025,0.202
