Baseline,Baseline_balanced,SMOTE,Random,KMeansSMOTE,CTGAN,TIMEGAN,ADVO
0.11021594890864639,0.2610758147614975,0.18407642424014797,0.19041720474483914,0.1433807178656799,0.15731490160259926,0.16679087295513526,0.15961540117844628
0.2215496028810038,0.401030545478063,0.32789333564884876,0.37399898345860527,0.3230550675777676,0.311471223196816,0.3128114824703416,0.29739391764143003
0.18562329390354868,0.028523603791083263,0.07849763445013035,0.041877770740975304,0.06814325265696168,0.09697933227344992,0.09859154929577464,0.09731689630166787
0.14078674948240166,0.8702553485162181,0.5610766045548654,0.7301587301587301,0.5265700483091788,0.46307798481711526,0.46859903381642515,0.46307798481711526
0.16012558869701726,0.055236760261071445,0.13772657970523464,0.07921236850971437,0.12067056776846433,0.16037284894837478,0.16290786948176583,0.16083413231064236
0.38,0.0,0.02,0.24,0.08,0.48,0.42,0.38
0.41,0.02,0.1,0.21,0.14,0.42,0.38,0.4
0.395,0.01,0.16,0.215,0.105,0.435,0.365,0.41
0.256,0.012,0.194,0.166,0.156,0.362,0.352,0.368
0.196,0.041,0.168,0.13,0.155,0.283,0.291,0.28
0.142,0.054,0.159,0.104,0.1385,0.2055,0.2125,0.204
